number,subjID,cond,age,gender,eth,inc,house,edu
622,6mGGovzyvCVfpOhw0lj5kQ**,11,45,m,black,8,5,4
858,6mGGovzyvCVFqXdbPouh_w**,6,26,f,Caucasian ,9,2,2
909,6mGGovzyvCVfS2CYKF__dQ**,10,45,f,White,1,2,2
241,6mGGovzyvCVg0sYrkaVFqw**,1,43,m,caucasian,3,2,2
228,6mGGovzyvCVG0yCOvuX47A**,1,38,m,Asian,0,2,1
937,6mGGovzyvCVG3QDUIrqDpA**,2,50,m,ugly,8,2,3
988,6mGGovzyvCVg6shrqNQ8Aw**,4,44,f,white,6,4,1
39,6mGGovzyvCVG7q9O9RpJuw**,2,42,f,African American,10,2,3
86,6mGGovzyvCVGbfSrleeB2A**,1,37,m,WHITE,10,4,6
746,6mGGovzyvCVgFDuQEm2fwA**,3,29,f,white,3,3,0
714,6mGGovzyvCVGgMKTpoIfIA**,7,52,m,white,2,3,2
847,6mGGovzyvCVGj6EFBWkUIw**,7,53,m,white,6,1,6
324,6mGGovzyvCVGLKN5TlakoA**,0,43,f,Hispanic,10,5,2
292,6mGGovzyvCVGQeUlhiylNQ**,5,45,m,hispanic,9,2,2
965,6mGGovzyvCVgViQLUgUoQw**,5,36,m,white,6,3,2
615,6mGGovzyvCVh08SbG_n9sA**,3,19,f,white,8,2,2
226,6mGGovzyvCVh2Z2hCM7pAw**,10,21,f,african american,3,7,1
802,6mGGovzyvCVH55QcTV7-jg**,10,53,m,white,10,4,2
315,6mGGovzyvCVHB9gWKjbs9Q**,3,34,m,White,10,4,6
415,6mGGovzyvCVHbaYXwUE9DQ**,7,29,f,white,2,4,1
178,6mGGovzyvCVHBH5_nELgag**,9,32,m,black,5,1,4
720,6mGGovzyvCVHecOwEqC0kA**,1,27,m,filipino,5,3,1
776,6mGGovzyvCVHhDvlxb7sQw**,8,26,m,white,2,3,3
285,6mGGovzyvCVHhFRn_lLMPA**,10,57,m,white,3,2,1
122,6mGGovzyvCVhhgpVUlCqww**,2,56,f,Caucasian ,4,1,4
406,6mGGovzyvCVHkjxJ3wGUWQ**,10,50,f,Black,0,1,1
520,6mGGovzyvCVHmZ6proUe6w**,4,27,f,Black,4,3,4
186,6mGGovzyvCVhPQOLFGgSVA**,7,37,m,WHITE,4,2,2
880,6mGGovzyvCVHtMMxXg-Nog**,5,57,m,White,11,2,5
813,6mGGovzyvCVHtS6qX7wrCg**,10,35,f,White,7,4,3
353,6mGGovzyvCVHVoNuIq6-ww**,5,45,m,White,10,3,4
296,6mGGovzyvCVhxRk5bSzwCg**,9,32,m,white,10,3,4
918,6mGGovzyvCVHYRsCGQDyng**,6,31,f,Caucasian,4,4,1
357,6mGGovzyvCVhYt5gxDDq2Q**,9,37,m,white,1,3,0
762,6mGGovzyvCVi_OZyNbnKPQ**,7,44,f,Native American,5,4,4
925,6mGGovzyvCVi0N3mMPBL1g**,2,43,f,asian indian,2,2,2
26,6mGGovzyvCVi56_fzWV39Q**,1,22,m,Caucasian,3,3,2
197,6mGGovzyvCVi5k4rYiwnAA**,4,25,f,Hispanic,8,3,6
663,6mGGovzyvCVi5TBmStt36A**,3,24,m,white,2,6,4
27,6mGGovzyvCVI7WbFQDze2Q**,2,20,m,BLACK,7,3,4
733,6mGGovzyvCVIdAOX0Zg-4g**,2,42,m,White,7,5,4
339,6mGGovzyvCVIg3Y1PqOnpw**,3,47,m,Caucasian,10,5,6
378,6mGGovzyvCVih4yJnJu10g**,7,28,f,white,8,3,4
864,6mGGovzyvCVio5qoRJXHHw**,0,20,f,asian,0,3,2
6,6mGGovzyvCViqIx5p5RoRw**,5,55,f,white,4,2,1
727,6mGGovzyvCViRS3H2jwrSg**,7,25,m,Asian,4,4,1
799,6mGGovzyvCVIS05kThuQxg**,8,35,f,white,0,3,1
939,6mGGovzyvCVISPRnw4fl8Q**,4,48,m,white,7,5,4
893,6mGGovzyvCVizPF22fc2gQ**,6,48,m,asian,11,4,4
319,6mGGovzyvCVJ1JI0EDRuUA**,7,55,f,White,4,2,3
545,6mGGovzyvCVj87AsVMlEEg**,6,28,f,White,7,4,2
17,6mGGovzyvCVjABSbMR-3kw**,4,29,f,White,6,5,1
107,6mGGovzyvCVjcMRaqmHfwQ**,11,57,f,other,9,5,4
598,6mGGovzyvCVJKOA2Hz3t0Q**,11,54,m,white,0,1,2
298,6mGGovzyvCVJkooBWUtjaA**,11,35,f,white,11,2,6
924,6mGGovzyvCVjkzkPSEtF_Q**,0,56,f,afican American ,8,3,3
640,6mGGovzyvCVjPMo_ABdrHQ**,4,53,f,White/Italian,11,2,3
818,6mGGovzyvCVjqgTp9zhVOg**,3,58,m,white,7,2,2
608,6mGGovzyvCVJQmBPk2AFkg**,8,55,f,white,2,1,4
484,6mGGovzyvCVjQrxQMarsBA**,5,23,f,asian,2,4,3
337,6mGGovzyvCVJubrYxikf6Q**,2,18,m,Mixed,1,2,1
649,6mGGovzyvCVjyOVbvFE3aA**,2,58,f,white,2,2,1
35,6mGGovzyvCVjytRk6uwAGg**,10,54,f,White,1,4,3
745,6mGGovzyvCVjYZ1wqUpJ6A**,2,56,f,white,4,2,1
258,6mGGovzyvCVk2JN_8Txwmg**,6,21,f,F,6,4,2
438,6mGGovzyvCVk2PXjnYeT9g**,6,28,f,white,7,4,1
374,6mGGovzyvCVK3ey3kHgHtw**,2,45,f,biracial,8,2,4
78,6mGGovzyvCVk8R_Iv5Nsfg**,5,54,m,wite,8,1,4
239,6mGGovzyvCVkAuGccoNBDg**,11,56,f,white,6,2,3
375,6mGGovzyvCVkdunJDz9iPw**,3,38,m,indian,7,4,4
939,6mGGovzyvCVKEVpjyYalVg**,3,37,f,white,7,5,3
124,6mGGovzyvCVkFyoBOKg6HA**,4,55,m,Caucasian,11,2,6
755,6mGGovzyvCVkHG-ECy3M8w**,11,43,f,white,0,3,1
1,6mGGovzyvCVkHYhQnvxzGg**,0,55,f,caucasion,8,2,2
806,6mGGovzyvCVkkr0bVON7UQ**,2,49,f,white/caucasian,1,1,1
656,6mGGovzyvCVkLKVt_e5kqw**,8,33,m,Caucasion,3,5,2
820,6mGGovzyvCVKneVAcnQigQ**,4,23,m,White,3,2,2
993,6mGGovzyvCVkPlPRYEuFCw**,9,25,m,Black,5,1,2
985,6mGGovzyvCVkUZk8dOjxrQ**,2,52,m,white,4,4,6
956,6mGGovzyvCVKvmUTdWiUdw**,8,35,m,Chinese,6,1,4
694,6mGGovzyvCVKVtrfIRgDtg**,10,32,f,white,5,2,2
733,6mGGovzyvCVkx92SSRVdMw**,1,36,m,white,4,4,2
386,6mGGovzyvCVkZJoQa1TUxA**,2,31,m,Caucasian,7,3,6
816,6mGGovzyvCVKZm5vc9siZw**,0,23,f,Hispanic,3,3,4
952,6mGGovzyvCVL_XrBGboCjA**,5,20,m,asian,9,3,2
230,6mGGovzyvCVL0apJ2_GBDg**,3,30,m,male,10,5,4
212,6mGGovzyvCVlCBOmtAH_ow**,9,21,m,white,,6,3
227,6mGGovzyvCVlDcEYllJ1wg**,11,56,f,white,3,4,3
139,6mGGovzyvCVLinUuxKc40Q**,7,23,f,white,3,3,1
779,6mGGovzyvCVLj9hjeS-NVQ**,11,25,m,african american,2,1,2
347,6mGGovzyvCVlJSsUmcqlZw**,11,37,m,white,0,2,0
133,6mGGovzyvCVlKY3SzRJJiA**,1,32,f,white,9,2,4
307,6mGGovzyvCVlNfc6zDkRzg**,7,42,f,WHITE,5,10,4
382,6mGGovzyvCVLQnUPKYQucQ**,11,18,f,hispanic/asin,4,5,1
66,6mGGovzyvCVLR0CWfJxH-w**,5,44,f,hispanic,3,6,1
283,6mGGovzyvCVlt9gBetJnSQ**,7,56,f,White,1,2,1
639,6mGGovzyvCVlWW1X2LnD1g**,3,32,m,white/caucasion,9,4,4
691,6mGGovzyvCVLZICTtxoNZA**,8,24,m,withe,5,3,2
377,6mGGovzyvCVlzPhRhWxgFg**,6,21,m,white,6,4,2
800,6mGGovzyvCVM1x90HMuLtQ**,8,21,f,White,8,3,2
180,6mGGovzyvCVM5xqhaR93EA**,1,40,m,White,5,2,4
121,6mGGovzyvCVm6NlfVzuIqw**,1,58,m,hispanic,10,5,2
285,6mGGovzyvCVm6Z_pAPv-wA**,9,38,m,white,5,3,2
462,6mGGovzyvCVmBL6QlqJDQA**,6,49,m,white,8,1,1
570,6mGGovzyvCVMccWVArugaw**,7,49,f,white,10,4,4
760,6mGGovzyvCVMeuh-rNyLWg**,5,44,f,half Japanese and half White,3,3,2
133,6mGGovzyvCVmFUkZPyWhwQ**,2,45,m,white,4,4,2
776,6mGGovzyvCVmGjPWZaPJgg**,9,55,f,white,1,1,1
140,6mGGovzyvCVmgppmOqSiqw**,7,23,m,White,5,2,4
563,6mGGovzyvCVMHS2I0Z2CUA**,0,45,m,white,4,1,2
927,6mGGovzyvCVmhzCYRE6t6g**,3,59,f,white,10,2,2
386,6mGGovzyvCVMIgspVdJYgA**,3,21,m,Caucasion,3,1,2
942,6mGGovzyvCVMjHTurkLcHA**,6,40,f,white,8,6,4
428,6mGGovzyvCVml2RF-5J0QA**,8,51,f,WHITE..,2,5,3
292,6mGGovzyvCVMlwifnr3yHA**,4,53,m,Caucasian,6,3,5
636,6mGGovzyvCV-n6KPpHMCHw**,0,43,f,Multiracial ,4,4,1
317,6mGGovzyvCVN7qfL6YXH1g**,6,49,f,Asian,10,4,6
244,6mGGovzyvCVNAbVolco6ng**,4,44,m,white,2,3,1
433,6mGGovzyvCVNANYu3oWoKg**,2,42,f,Black,1,2,1
435,6mGGovzyvCVndkXDRSvhcg**,4,46,m,Black,7,1,6
550,6mGGovzyvCVNetGzUENqyg**,10,43,m,Caucasian,4,3,4
65,6mGGovzyvCVnFAqEIEOtzw**,4,38,f,caucasian,5,3,2
145,6mGGovzyvCV-Nj2pgyU2mg**,2,18,m,native american,4,3,1
315,6mGGovzyvCVNJYryLKHL5g**,4,19,m,hispanic,0,1,2
355,6mGGovzyvCVnm_zJq8eMpg**,8,34,m,white,7,2,1
736,6mGGovzyvCVNmTxgkf49ig**,5,36,f,white,10,5,4
114,6mGGovzyvCVNQgYvcCGIEA**,7,50,m,White/caucasion,1,2,1
387,6mGGovzyvCVnqnT39Z5rgg**,4,18,m,Asian,6,5,1
559,6mGGovzyvCVntuI6xZg2cw**,7,36,m,BLACK,1,1,1
638,6mGGovzyvCVNX9sxy65QRw**,3,50,m,black,1,1,0
657,6mGGovzyvCVnywGiMW7DEA**,9,37,f,caucasian,1,3,4
994,6mGGovzyvCVoc-TF74poOA**,10,18,m,White,5,6,2
899,6mGGovzyvCVog2qMeQlBvQ**,11,47,f,white,4,10,3
371,6mGGovzyvCVOH8yf61d4pQ**,0,20,m,hispanic,1,2,3
453,6mGGovzyvCVOnnjvvhHOVA**,9,22,f,White,2,2,4
532,6mGGovzyvCVOob9e6uqBdw**,5,25,m,White,5,4,0
488,6mGGovzyvCV-OpgH8hBmNQ**,9,29,m,white,0,1,2
705,6mGGovzyvCVos5Hg61R5fQ**,9,32,m,white,11,3,4
565,6mGGovzyvCVOspyhze4wwA**,2,34,f,caucasian,5,4,4
405,6mGGovzyvCVOvLDss5mRNw**,10,22,m,White,1,3,1
475,6mGGovzyvCVoVrhpoThThQ**,8,25,f,Caucasian,4,2,4
112,6mGGovzyvCVowdEhQdryGQ**,5,41,m,White,4,5,2
103,6mGGovzyvCVoycHFbZiwPA**,8,55,m,white,1,6,3
696,6mGGovzyvCVP80UN_sQGHQ**,0,27,f,asian,10,2,6
270,6mGGovzyvCVpbpSoItEzGA**,7,24,m,Black,1,1,1
177,6mGGovzyvCVpDw6jqO8nYA**,8,42,f,white,9,2,6
734,6mGGovzyvCVpgTHWoTx78A**,2,45,f,white,11,4,4
917,6mGGovzyvCVpLSGPGiih_g**,6,44,f,White,6,3,5
207,6mGGovzyvCVpnaKMEDhGZQ**,3,54,m,other,9,5,6
855,6mGGovzyvCVpSbVATc14Yw**,4,31,m,caucasian / white,2,1,4
9,6mGGovzyvCVpU3O64-q6CA**,8,54,m,White,9,2,1
710,6mGGovzyvCVPwRiIwLmyCA**,3,57,m,human,3,2,5
654,6mGGovzyvCVPyjC4cdJzyg**,6,50,f,white,5,2,3
101,6mGGovzyvCVQ_0cI0JPUUQ**,4,29,f,White and Asian,4,5,1
358,6mGGovzyvCVq0QF--34YyA**,10,31,m,Black,11,4,6
364,6mGGovzyvCVQciJzmu8xGA**,4,29,m,White,7,2,4
844,6mGGovzyvCVqEkP_PZn7XQ**,4,41,m,afrian american,6,6,6
367,6mGGovzyvCVqGL76ChsSJg**,7,28,m,white,4,2,1
359,6mGGovzyvCVQGQlNGK2gpw**,11,46,m,Black,10,5,6
397,6mGGovzyvCVQIgukiqDaiA**,2,21,m,white,1,2,1
270,6mGGovzyvCVqJ5zWBYPS1g**,6,57,m,White,10,2,6
956,6mGGovzyvCVQLZazi5X6_Q**,9,25,m,Asian,5,3,6
872,6mGGovzyvCVqNXQf_kgjGQ**,9,26,m,White,8,2,4
756,6mGGovzyvCVQpbogjjmmjw**,1,55,f,Caucasian,7,2,4
155,6mGGovzyvCVqpL6kRku76g**,10,56,f,African American,9,3,6
461,6mGGovzyvCVqQnjAn0o3kQ**,5,56,m,caucasian,5,2,2
37,6mGGovzyvCVqSULuMF4RMQ**,0,54,m,White,1,1,3
354,6mGGovzyvCVQT0x3qQvADA**,7,56,m,PEP TERTS ,10,4,4
505,6mGGovzyvCVQVkfc2DW0fg**,2,56,m,white,7,4,4
537,6mGGovzyvCVqw0mRyZPX3Q**,10,48,f,Caucasian,10,4,6
508,6mGGovzyvCVQWozxd2Q9ug**,5,44,f,Caucasian,7,3,3
703,6mGGovzyvCVQYr1cQ786ZA**,7,25,f,White,11,2,2
677,6mGGovzyvCVQZ-cMXPtLrw**,5,34,m,WHITE,5,2,1
479,6mGGovzyvCVQZZJ380vS0Q**,11,32,m,BLAC,4,4,2
377,6mGGovzyvCVR_Y6cfUHyVw**,6,37,f,White/non-hispanic,2,3,2
786,6mGGovzyvCV-r0kbSEN4Iw**,6,24,f,Hispanic,4,4,4
333,6mGGovzyvCVr1_ZYi8nH7w**,9,27,m,white,6,4,3
258,6mGGovzyvCVr4IG54Llung**,6,24,f,Caucasian ,2,3,2
918,6mGGovzyvCVr5FZ81_woPQ**,7,56,f,white,10,1,6
310,6mGGovzyvCVr8kbF-OsIKw**,11,34,m,white,10,3,2
350,6mGGovzyvCVre8TTIv4Mrw**,3,18,m,Asian,10,7,1
521,6mGGovzyvCVrhzaSrbKt-g**,5,32,f,African American,4,1,6
160,6mGGovzyvCVrLDKe7gMbFw**,3,26,f,White,9,3,4
444,6mGGovzyvCVRpEMrrMCflA**,1,31,f,white,5,9,1
900,6mGGovzyvCVRpPkdYRPIMQ**,0,36,f,asian,8,4,4
153,6mGGovzyvCVrs3lDDhC2ZA**,9,45,f,white,9,4,4
250,6mGGovzyvCVRXoY4I75g5Q**,11,41,m,black,0,2,1
822,6mGGovzyvCVRZFa82lov8w**,7,41,m,BLACK,9,6,4
978,6mGGovzyvCVrzJgW2eBE2w**,7,18,m,asian,8,6,1
248,6mGGovzyvCVsaACC-Hg_kw**,8,26,f,asian,6,2,3
503,6mGGovzyvCVSaJGmuSKphQ**,0,52,f,Hispanic,4,1,6
46,6mGGovzyvCVSAjoIQJyVPQ**,9,41,f,White,7,5,2
323,6mGGovzyvCVsbMJxXMLedQ**,0,52,m,Italian,10,3,4
516,6mGGovzyvCVSFfZpgjDqeg**,1,57,m,white,2,2,1
205,6mGGovzyvCVSisvaw9x_Lg**,1,51,m,white,4,4,2
298,6mGGovzyvCVSLDd_Iw_Guw**,10,43,f,white,4,3,3
506,6mGGovzyvCVsnKDzqrtuMQ**,2,28,f,asian,10,6,1
759,6mGGovzyvCVsPgwdX8J9aQ**,3,21,f,Hispanic,0,3,0
358,6mGGovzyvCVsu1f-YA7SsA**,11,35,m,white,9,5,6
928,6mGGovzyvCVSVgbC-XjAlQ**,4,57,m,Hawaiian,7,2,1
182,6mGGovzyvCVsw2skVb1piA**,2,30,m,White,7,4,3
392,6mGGovzyvCVSy3tWN1qJCA**,8,26,f,white,4,2,5
443,6mGGovzyvCVSyeAZ6Qy3DQ**,0,25,m,White,7,2,5
902,6mGGovzyvCVsYfSWtLnxKw**,2,38,f,caucasian,11,4,6
187,6mGGovzyvCVt1UTa_vblzw**,7,55,f,White,11,2,4
224,6mGGovzyvCVT2KZ3EseRjA**,7,30,f,Asian,6,4,4
135,6mGGovzyvCVt2UoFZxnNBA**,2,57,f,white,5,1,3
818,6mGGovzyvCVT2ymh_ez0Lw**,2,36,m,WHITE,5,3,4
739,6mGGovzyvCVt3QrAgDx-og**,8,28,f,hispanic,2,3,2
757,6mGGovzyvCVT4pHvufDDZg**,1,20,f,Chinese,0,3,2
585,6mGGovzyvCVtbClMEdw2MA**,9,39,m,Hispanic,5,2,3
42,6mGGovzyvCVtflpsYY4K5A**,5,18,f,White,9,3,2
850,6mGGovzyvCVth_dmotMItg**,10,18,m,African-American,2,3,1
646,6mGGovzyvCVtIDncGjmnRA**,11,44,f,white,9,3,6
232,6mGGovzyvCVtJHyzgkBpwA**,5,28,m,WHITE,10,2,4
588,6mGGovzyvCVTm4vUWDBknw**,0,57,m,Caucasion,3,3,3
320,6mGGovzyvCVtmA0B2yXDUw**,8,34,f,Caucasian ,10,2,3
795,6mGGovzyvCVTNYW860_t7A**,3,53,f,white,3,2,2
158,6mGGovzyvCVtPdsgvpSpjA**,2,54,m,white,1,1,4
152,6mGGovzyvCVTT4PSUEqh8A**,7,42,m,White,7,1,6
897,6mGGovzyvCVtT7o6f0IeBg**,10,59,m,white,4,4,3
175,6mGGovzyvCVttPm8j9qAmg**,6,37,m,White,10,4,1
764,6mGGovzyvCVTwrl8nT-umw**,9,51,m,White,7,4,4
193,6mGGovzyvCVtZJlAV1wm-A**,1,33,f,white,2,4,0
371,6mGGovzyvCVTZKXphSBTPQ**,0,56,f,Caucasian,11,1,4
881,6mGGovzyvCVU_1a_3UnBGA**,6,47,f,black,1,3,1
529,6mGGovzyvCVU7zK4IW5p3w**,1,33,f,Black,6,5,4
311,6mGGovzyvCVuAd1aexMD6Q**,11,50,f,White,2,4,1
641,6mGGovzyvCVUAZlDJR5O6A**,6,28,f,white,7,1,4
756,6mGGovzyvCVudzU4IEvhGw**,0,33,m,White,0,1,1
282,6mGGovzyvCVUGtvibMXLeA**,7,20,m,White/Hispanic ,10,5,2
703,6mGGovzyvCVuHW_IcFBtwg**,8,27,m,white,7,4,3
107,6mGGovzyvCVUkVQGE0vtHg**,10,58,f,white,7,2,1
661,6mGGovzyvCVUlEd9UzoHmg**,1,40,m,White,1,2,1
210,6mGGovzyvCVULfYQwz7cwA**,5,36,f,white,7,1,5
432,6mGGovzyvCVUPST5HkIvNQ**,0,21,f,White,2,2,4
773,6mGGovzyvCVupzm8iLiIfw**,6,55,m,white,7,2,1
909,6mGGovzyvCVURgf5W6E2EQ**,9,52,m,White,5,3,2
700,6mGGovzyvCVuUJi4Q0u5pw**,5,33,m,w,4,1,2
531,6mGGovzyvCVUXimzkqerNg**,3,48,f,black,3,2,4
29,6mGGovzyvCVUXZRIUFQ-DQ**,4,19,f,Caucasian ,1,3,3
151,6mGGovzyvCVv2Y5pQM77dA**,6,34,f,Asian,3,4,4
750,6mGGovzyvCVV4l5IfX8_PA**,6,45,m,b lkac,5,2,6
157,6mGGovzyvCVV6dN-5ieYBg**,2,40,m,white,2,3,2
290,6mGGovzyvCV-vbP3GmXUqA**,2,26,m,white,4,3,4
260,6mGGovzyvCVvCO3cBh53sg**,8,51,m,White,11,3,6
280,6mGGovzyvCVVczj99558yQ**,5,27,m,whie,0,4,1
821,6mGGovzyvCVVFrG6Oo7yXw**,5,54,m,black,3,1,2
434,6mGGovzyvCVvHROSEBjwnA**,2,26,f,white,5,4,4
815,6mGGovzyvCVvJdpgHm-lyQ**,0,36,m,White,4,4,2
380,6mGGovzyvCVVkMX1rZZ1Sg**,8,35,f,white,9,4,4
36,6mGGovzyvCVVMdKrmpv5sA**,11,22,m,asian,3,2,4
425,6mGGovzyvCVVMkC8QB6wIQ**,5,21,f,Black,0,5,2
498,6mGGovzyvCVVMU4yFXgqVg**,7,33,m,white,2,1,5
829,6mGGovzyvCVvOTlW6pfjYg**,1,57,f,White,1,1,1
631,6mGGovzyvCVVrUtikODM-w**,7,26,m,white,8,1,6
455,6mGGovzyvCVvrxGWczZ-og**,0,56,f,caucasian,5,2,1
408,6mGGovzyvCVvYHeRS5gWIQ**,0,28,f,Italian,11,3,6
174,6mGGovzyvCVw0Nifrd9x3g**,6,46,m,White,7,2,4
205,6mGGovzyvCVw2SrhKdB6sA**,2,36,m,African American,1,2,2
74,6mGGovzyvCVw3ADQQFQj0A**,1,19,f,Hispanic ,10,3,2
506,6mGGovzyvCVW4j8vOKWqbA**,3,33,f,White,4,2,2
183,6mGGovzyvCVw5eI3oVGrew**,3,27,f,hispanic ,2,6,1
259,6mGGovzyvCVw7nMbaaXKRQ**,7,57,m,White,11,3,6
457,6mGGovzyvCVw8HQYDHoeOQ**,2,59,f,white,4,2,2
172,6mGGovzyvCVwAnFohi37cg**,5,35,m,white,10,3,3
381,6mGGovzyvCVWatSdHZW3nA**,10,22,m,hispanic,1,6,2
738,6mGGovzyvCVWbBigLrZyXw**,6,48,f,bi,5,2,2
767,6mGGovzyvCVwCCmvQoX5pw**,0,53,f,white,4,3,3
244,6mGGovzyvCVWCdgMX7ztiA**,5,39,m,Japanese,0,1,3
128,6mGGovzyvCVwGUQbwd95EA**,9,40,m,White,1,1,3
553,6mGGovzyvCVWGxzdo1b_bQ**,1,21,f,Caucasian,4,3,2
182,6mGGovzyvCVWh1Z7PIHZsw**,3,18,m,Native Hawaiian/Caucasian,10,3,1
823,6mGGovzyvCVwiR0L69rgAA**,7,49,f,White,3,5,4
384,6mGGovzyvCVwJ5EFL3OCCg**,0,42,f,white,2,3,1
324,6mGGovzyvCVwPf8R0Kkoew**,1,32,f,hispanic,2,6,2
569,6mGGovzyvCVWPm5y_KpcQg**,6,20,f,asian,4,5,2
950,6mGGovzyvCVWQ1GAvVVmyQ**,3,30,m,White,8,4,4
177,6mGGovzyvCVWq58_QW9egg**,9,43,m,white,10,2,3
381,6mGGovzyvCVwUDMhDsopkA**,9,33,f,white,9,4,4
262,6mGGovzyvCVWudsLWyVrDA**,11,42,m,White,0,1,3
770,6mGGovzyvCVWw3PUaiTjvQ**,3,42,m,Native American,3,4,0
418,6mGGovzyvCVwwa7jyidpfg**,10,47,m,White,10,2,2
591,6mGGovzyvCVWWhf5etgICQ**,3,43,f,white,5,4,4
662,6mGGovzyvCVWXEZsnH00aA**,2,53,m,white,1,1,2
169,6mGGovzyvCVwxKKtJbUATg**,1,59,m,white,3,1,4
247,6mGGovzyvCVx27YWmQdofg**,7,31,m,ehite,5,1,6
963,6mGGovzyvCVX7T8tN_QXug**,4,39,m,White,0,1,2
318,6mGGovzyvCVx8P8kbUtsWQ**,7,40,m,White,1,2,2
665,6mGGovzyvCVxAaIxmKotKw**,6,24,f,White,10,3,4
620,6mGGovzyvCVxAqYna1nJrQ**,9,32,m,White,2,3,4
114,6mGGovzyvCVXBRbkLSfQcQ**,6,36,f,african american,0,6,3
265,6mGGovzyvCVXFS5JKIVGMA**,1,47,f,caucasian,10,4,4
869,6mGGovzyvCVxfvM7Zb7SHQ**,5,28,f,African America,4,3,4
476,6mGGovzyvCVxGiEwieCchQ**,9,53,f,WHITE,7,1,6
811,6mGGovzyvCVXlc9KGqs4Ww**,7,35,m,honkey,7,1,3
358,6mGGovzyvCVXlxBaoDNctw**,11,54,m,white,8,3,2
34,6mGGovzyvCVXlzO1dvG9yw**,9,57,m,white,3,2,2
577,6mGGovzyvCVXROubFirY8Q**,2,55,m,white,10,3,4
984,6mGGovzyvCVxVZFo76E9bw**,0,57,f,Caucasian,7,4,2
401,6mGGovzyvCVXYtnhnUSSSw**,5,59,f,black/african-american,3,3,3
658,6mGGovzyvCVy_WTchoTUPA**,10,54,f,White,7,2,2
203,6mGGovzyvCVY21fKUtHbzA**,10,46,m,white,0,1,4
599,6mGGovzyvCVy2mytEqudzg**,0,55,m,Italian,2,1,1
541,6mGGovzyvCVY5hcpkjiw1Q**,2,42,m,white,7,1,4
347,6mGGovzyvCVYA7ZQWvbMTA**,0,26,f,White,7,2,4
189,6mGGovzyvCVYdq6rWXCyUw**,10,29,m,white,11,2,6
88,6mGGovzyvCVygewn0tCrcw**,3,28,m,white,4,3,1
840,6mGGovzyvCVYhOAUo31uVQ**,1,36,f,white,6,4,4
596,6mGGovzyvCVyJ558bsSClQ**,9,57,m,white,2,2,2
801,6mGGovzyvCVYlFrBlqE7Hw**,9,35,f,Caucasian,3,3,4
191,6mGGovzyvCVYNP5F2iXgWQ**,11,42,f,white,0,4,2
53,6mGGovzyvCVyp42lyjftqQ**,4,54,m,caucasian,2,3,3
796,6mGGovzyvCVysov1Ry_-lA**,5,35,f,white,4,4,1
848,6mGGovzyvCVYt8yGXcnGpA**,8,33,m,ARAB,4,3,3
333,6mGGovzyvCVyU8Zodni7ow**,10,50,m,caucasion,0,2,1
233,6mGGovzyvCVyxIUkxCqJLA**,6,44,f,Honky,10,4,6
204,6mGGovzyvCVYyE3VUpUM4Q**,0,33,m,White,4,5,1
215,6mGGovzyvCVz1l_Lz-5TMQ**,0,34,m,Asian,10,4,4
972,6mGGovzyvCVZ3n12_gv-Xw**,0,25,f,black and wite,6,3,3
394,6mGGovzyvCVz4HZPxhBGzQ**,10,58,m,white,7,2,4
988,6mGGovzyvCVz-7KHnC_irQ**,5,44,m,white,4,1,4
963,6mGGovzyvCVZaQ_QAWKAHg**,3,46,m,white,2,2,2
772,6mGGovzyvCVZbEXtAgsrsg**,4,22,f,hispanic,1,3,3
477,6mGGovzyvCVz-D3my8yazw**,9,30,f,WHITE,4,5,2
558,6mGGovzyvCVZeHYi6vVWJA**,7,58,f,Caucasian,8,2,4
629,6mGGovzyvCVZenV-rz-OlQ**,5,52,m,White,4,2,1
609,6mGGovzyvCVZhQyShO4bPA**,9,52,f,white,10,4,4
450,6mGGovzyvCVzl5cVh70dcQ**,7,48,f,white,0,1,3
487,6mGGovzyvCVzlc5dQYsuog**,8,38,f,Caucasian,9,3,6
286,6mGGovzyvCVZlD7YCQErlw**,11,46,f,white,5,4,1
138,6mGGovzyvCVzOYatLFuPWg**,7,32,f,asian,8,4,4
311,6mGGovzyvCVZrVKHrx9g5Q**,0,56,m,white,1,2,3
762,6mGGovzyvCVZSqyUngUfKw**,6,22,m,white,5,1,3
129,6mGGovzyvCVzSZtr2OeN7Q**,9,38,f,black,0,2,3
693,6mGGovzyvCVZtLlGNgKAjQ**,10,44,f,Asian,11,2,6
376,6mGGovzyvCVzWoOmEiq75Q**,5,52,m,white/caucasian,7,2,4
54,6mGGovzyvCVzzGKTf25n0Q**,5,25,m,White,5,3,0
335,6mGGovzyvCW_5gRar1eBYQ**,11,55,f,white,1,2,3
267,6mGGovzyvCW_lGvo8qAViw**,4,55,f,white,2,s,1
141,6mGGovzyvCW_M0coHXaIcg**,10,38,m,Asian,11,5,6
726,6mGGovzyvCW_nb4ZZH0ocA**,6,44,f,white,1,3,3
578,6mGGovzyvCW_OhmtD4DCug**,2,53,f,caucasion,4,1,3
373,6mGGovzyvCW_XwSRFP-beA**,2,56,m,White,0,1,6
44,6mGGovzyvCW_Yw0wwgISGw**,7,35,m,Asian,10,1,4
306,6mGGovzyvCW00EsNgpBMXQ**,7,30,m,white,9,2,4
957,6mGGovzyvCW09_pNV_rbpA**,10,41,m,caucasian/white,2,4,4
901,6mGGovzyvCW0a5CfavxIIg**,2,26,m,White,3,5,3
